"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Basiswert.3","Basiswert.4","Basiswert.5","Name.Basiswert.1","Name.Basiswert.2","Name.Basiswert.3","Name.Basiswert.4","Name.Basiswert.5"
"Migrationshintergrund Kinder","deutsch",2019,"15 Trudering - Riem",49.5,6279,12679,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2019,"16 Ramersdorf - Perlach",67.6,10341,15299,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2019,"17 Obergiesing - Fasangarten",55,3420,6217,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2019,"18 Untergiesing - Harlaching",40.1,2478,6178,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",50,5964,11929,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2019,"20 Hadern",53.1,3333,6277,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2019,"21 Pasing - Obermenzing",41.8,4596,11006,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2019,"22 Aubing - Lochhausen - Langwied",53.5,3824,7145,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2019,"23 Allach - Untermenzing",40,2027,5069,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2019,"24 Feldmoching - Hasenbergl",58.8,5225,8892,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2019,"25 Laim",52.8,3101,5869,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"Stadt München",51.3,98058,191298,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"01 Altstadt - Lehel",40.2,826,2056,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"02 Ludwigsvorstadt - Isarvorstadt",39.4,2035,5168,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"03 Maxvorstadt",44.9,1961,4364,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"04 Schwabing - West",44.5,3431,7717,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"05 Au - Haidhausen",42.4,3255,7673,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"06 Sendling",46.4,2055,4432,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"07 Sendling - Westpark",55.4,3925,7087,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"08 Schwanthalerhöhe",56,1982,3539,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"09 Neuhausen - Nymphenburg",48.2,5881,12205,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"10 Moosach",60.5,3982,6579,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"11 Milbertshofen - Am Hart",72.6,6206,8551,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"12 Schwabing - Freimann",51,4750,9308,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"13 Bogenhausen",44.5,4979,11193,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"14 Berg am Laim",63.2,3676,5814,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"15 Trudering - Riem",48.6,6202,12749,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"16 Ramersdorf - Perlach",66.8,10094,15121,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"17 Obergiesing - Fasangarten",54.7,3375,6169,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"18 Untergiesing - Harlaching",39.7,2474,6238,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",48.9,5719,11699,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"20 Hadern",52.2,3286,6299,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"21 Pasing - Obermenzing",40,4312,10788,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"22 Aubing - Lochhausen - Langwied",52.4,3641,6952,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"23 Allach - Untermenzing",37.9,1874,4945,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"24 Feldmoching - Hasenbergl",57.9,5149,8898,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2018,"25 Laim",51.9,2988,5754,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"Stadt München",50,94416,188895,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"01 Altstadt - Lehel",39.1,799,2043,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"02 Ludwigsvorstadt - Isarvorstadt",38.9,1987,5110,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"03 Maxvorstadt",43.7,1868,4278,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"04 Schwabing - West",43.5,3344,7679,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"05 Au - Haidhausen",41.1,3137,7628,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"06 Sendling",46,2040,4430,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"07 Sendling - Westpark",54.1,3765,6962,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"08 Schwanthalerhöhe",55,1928,3506,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"09 Neuhausen - Nymphenburg",47.1,5668,12030,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"10 Moosach",59.5,3885,6531,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"11 Milbertshofen - Am Hart",71.7,6145,8574,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"12 Schwabing - Freimann",50.4,4509,8939,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"13 Bogenhausen",43.3,4704,10875,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"14 Berg am Laim",61.6,3534,5736,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"15 Trudering - Riem",47.2,6055,12828,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"16 Ramersdorf - Perlach",65.2,9656,14801,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"17 Obergiesing - Fasangarten",53.5,3272,6113,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"18 Untergiesing - Harlaching",37.9,2341,6170,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",47.4,5457,11512,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"20 Hadern",50.9,3222,6336,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"21 Pasing - Obermenzing",38.5,4112,10685,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"22 Aubing - Lochhausen - Langwied",50.2,3369,6711,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"23 Allach - Untermenzing",35.6,1740,4881,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"24 Feldmoching - Hasenbergl",56.4,4966,8803,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2017,"25 Laim",50.8,2913,5734,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"Stadt München",48.8,90768,186128,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"01 Altstadt - Lehel",37.8,767,2027,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"02 Ludwigsvorstadt - Isarvorstadt",37.9,1907,5033,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"03 Maxvorstadt",43.9,1843,4194,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"04 Schwabing - West",42.7,3263,7640,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"05 Au - Haidhausen",39.8,2984,7505,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"06 Sendling",46.2,2032,4402,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"07 Sendling - Westpark",52.2,3504,6719,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"08 Schwanthalerhöhe",54.6,1918,3510,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"09 Neuhausen - Nymphenburg",46,5450,11835,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"10 Moosach",58,3759,6483,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"11 Milbertshofen - Am Hart",70.5,5977,8478,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"12 Schwabing - Freimann",49,4232,8634,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"13 Bogenhausen",42.1,4542,10788,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"14 Berg am Laim",60.7,3385,5581,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"15 Trudering - Riem",45.4,5734,12618,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"16 Ramersdorf - Perlach",63.7,9171,14388,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"17 Obergiesing - Fasangarten",53.1,3183,5996,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"18 Untergiesing - Harlaching",37.3,2281,6109,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",45.9,5202,11329,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"20 Hadern",50.1,3198,6380,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"21 Pasing - Obermenzing",37.5,3999,10678,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"22 Aubing - Lochhausen - Langwied",48.7,3179,6531,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"23 Allach - Untermenzing",34.2,1665,4867,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"24 Feldmoching - Hasenbergl",54.6,4766,8735,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2016,"25 Laim",49.9,2827,5668,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2014,"Stadt München",47.5,84649,178116,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2014,"01 Altstadt - Lehel",37.1,717,1935,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2014,"02 Ludwigsvorstadt - Isarvorstadt",37.6,1770,4702,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2014,"03 Maxvorstadt",42.9,1699,3960,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch",2014,"04 Schwabing - West",41.3,2945,7130,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (bis 17 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (bis 17 Jahre)",NA,NA,NA
